a,b,h1,h2,h3,o,t,delta_h1,delta_h2,delta_h3,delta_o,w_bias_h1,w_a_h1,w_b_h1,w_bias_h2,w_a_h2,w_b_h2,w_bias_h3,w_a_h3,w_b_h3,w_bias_o,w_h1_o,w_h2_o,w_h3_o
   2.86098,   4.88670,   0.03128,   0.02952,   0.96880,   0.03790,   0.00000,  -0.00014,  -0.00014,   0.00015,  -0.00138,   2.52699,  -0.64923,  -0.83971,   2.29490,  -0.62178,  -0.82051,  -2.37199,   0.62885,   0.82048,   0.00931,   3.37145,   3.44257,  -3.56215
   0.68188,   2.01113,   0.59761,   0.55497,   0.42725,   0.91779,   1.00000,   0.00503,   0.00527,  -0.00541,   0.00620,   2.52799,  -0.64855,  -0.83769,   2.29596,  -0.62106,  -0.81839,  -2.37307,   0.62811,   0.81831,   0.01055,   3.37219,   3.44326,  -3.56162
  -0.83892,   0.50478,   0.93396,   0.91712,   0.07678,   0.99763,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00001,   2.52799,  -0.64855,  -0.83769,   2.29596,  -0.62106,  -0.81839,  -2.37307,   0.62811,   0.81831,   0.01055,   3.37220,   3.44326,  -3.56162
   0.94480,   0.66912,   0.79490,   0.76162,   0.22582,   0.98911,   1.00000,   0.00006,   0.00007,  -0.00007,   0.00012,   2.52801,  -0.64854,  -0.83768,   2.29597,  -0.62105,  -0.81838,  -2.37309,   0.62810,   0.81830,   0.01057,   3.37221,   3.44328,  -3.56162
   0.94968,   1.31959,   0.69141,   0.65164,   0.33253,   0.96775,   1.00000,   0.00072,   0.00079,  -0.00080,   0.00101,   2.52815,  -0.64840,  -0.83749,   2.29613,  -0.62090,  -0.81817,  -2.37325,   0.62795,   0.81809,   0.01077,   3.37235,   3.44341,  -3.56155
   4.21505,   2.00346,   0.13207,   0.12345,   0.87131,   0.09780,   0.00000,  -0.00334,  -0.00322,   0.00345,  -0.00863,   2.52748,  -0.65121,  -0.83883,   2.29549,  -0.62361,  -0.81946,  -2.37256,   0.63085,   0.81947,   0.00905,   3.37213,   3.44319,  -3.56305
  -0.34802,   0.42099,   0.91690,   0.89730,   0.09560,   0.99713,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00001,   2.52748,  -0.65121,  -0.83883,   2.29549,  -0.62361,  -0.81946,  -2.37256,   0.63086,   0.81947,   0.00905,   3.37213,   3.44320,  -3.56305
   2.30130,   7.41529,   0.00553,   0.00540,   0.99427,   0.02942,   0.00000,  -0.00002,  -0.00002,   0.00002,  -0.00084,   2.52748,  -0.65122,  -0.83885,   2.29548,  -0.62361,  -0.81949,  -2.37255,   0.63086,   0.81950,   0.00888,   3.37213,   3.44319,  -3.56322
   3.08849,   2.78368,   0.13957,   0.12879,   0.86496,   0.10349,   1.00000,   0.03368,   0.03213,  -0.03462,   0.08318,   2.53422,  -0.63041,  -0.82010,   2.30191,  -0.60377,  -0.80160,  -2.37948,   0.60948,   0.80022,   0.02552,   3.37445,   3.44534,  -3.54883
   6.62453,   4.83272,   0.00366,   0.00379,   0.99603,   0.02978,   0.00000,  -0.00001,  -0.00001,   0.00001,  -0.00086,   2.53422,  -0.63043,  -0.82011,   2.30191,  -0.60378,  -0.80161,  -2.37947,   0.60950,   0.80023,   0.02535,   3.37445,   3.44534,  -3.54900
   3.07392,   4.79366,   0.03439,   0.03240,   0.96545,   0.04018,   0.00000,  -0.00017,  -0.00017,   0.00018,  -0.00155,   2.53418,  -0.63053,  -0.82027,   2.30187,  -0.60388,  -0.80177,  -2.37944,   0.60961,   0.80041,   0.02504,   3.37444,   3.44533,  -3.54930
   2.28198,   4.79249,   0.05542,   0.05124,   0.94520,   0.04898,   0.00000,  -0.00040,  -0.00038,   0.00042,  -0.00228,   2.53410,  -0.63072,  -0.82066,   2.30180,  -0.60406,  -0.80213,  -2.37935,   0.60980,   0.80081,   0.02458,   3.37441,   3.44530,  -3.54973
   4.89578,   5.02564,   0.00921,   0.00913,   0.99035,   0.03142,   0.00000,  -0.00003,  -0.00003,   0.00003,  -0.00096,   2.53409,  -0.63075,  -0.82069,   2.30179,  -0.60409,  -0.80216,  -2.37935,   0.60983,   0.80084,   0.02439,   3.37441,   3.44530,  -3.54992
   3.03796,   2.34944,   0.21244,   0.19497,   0.79492,   0.19641,   1.00000,   0.07161,   0.06859,  -0.07340,   0.12683,   2.54842,  -0.58724,  -0.78704,   2.31551,  -0.56241,  -0.76994,  -2.39403,   0.56523,   0.76636,   0.04975,   3.37980,   3.45025,  -3.52976
   6.57767,   3.05529,   0.02369,   0.02329,   0.97504,   0.03800,   0.00000,  -0.00011,  -0.00011,   0.00012,  -0.00139,   2.54839,  -0.58738,  -0.78711,   2.31549,  -0.56256,  -0.77000,  -2.39400,   0.56539,   0.76643,   0.04948,   3.37979,   3.45024,  -3.53003
   8.25541,   2.35067,   0.01551,   0.01569,   0.98329,   0.03506,   0.00000,  -0.00006,  -0.00006,   0.00007,  -0.00119,   2.54838,  -0.58748,  -0.78714,   2.31547,  -0.56266,  -0.77003,  -2.39399,   0.56550,   0.76646,   0.04924,   3.37979,   3.45024,  -3.53026
   5.78549,   1.27581,   0.13532,   0.12761,   0.86478,   0.10851,   0.00000,  -0.00415,  -0.00403,   0.00433,  -0.01050,   2.54755,  -0.59229,  -0.78820,   2.31467,  -0.56733,  -0.77106,  -2.39312,   0.57052,   0.76757,   0.04714,   3.37950,   3.44997,  -3.53208
   0.20258,   0.66750,   0.87006,   0.84357,   0.14614,   0.99542,   1.00000,   0.00001,   0.00001,  -0.00001,   0.00002,   2.54755,  -0.59229,  -0.78820,   2.31467,  -0.56733,  -0.77106,  -2.39312,   0.57052,   0.76756,   0.04714,   3.37951,   3.44997,  -3.53208
   0.94968,   1.31959,   0.72010,   0.68101,   0.30186,   0.97733,   1.00000,   0.00034,   0.00038,  -0.00037,   0.00050,   2.54762,  -0.59222,  -0.78811,   2.31475,  -0.56726,  -0.77096,  -2.39320,   0.57045,   0.76747,   0.04724,   3.37958,   3.45004,  -3.53205
   4.09952,   3.40464,   0.07153,   0.06688,   0.92813,   0.05961,   0.00000,  -0.00075,  -0.00072,   0.00079,  -0.00334,   2.54747,  -0.59284,  -0.78862,   2.31460,  -0.56785,  -0.77145,  -2.39304,   0.57109,   0.76800,   0.04658,   3.37953,   3.45000,  -3.53267
   0.48840,   1.62134,   0.72697,   0.68707,   0.29548,   0.97875,   1.00000,   0.00030,   0.00033,  -0.00032,   0.00044,   2.54753,  -0.59281,  -0.78852,   2.31467,  -0.56781,  -0.77134,  -2.39311,   0.57106,   0.76790,   0.04666,   3.37960,   3.45006,  -3.53264
   1.69441,   1.31156,   0.62454,   0.58441,   0.39691,   0.94111,   1.00000,   0.00259,   0.00273,  -0.00276,   0.00326,   2.54805,  -0.59193,  -0.78784,   2.31521,  -0.56689,  -0.77063,  -2.39366,   0.57013,   0.76717,   0.04732,   3.38000,   3.45044,  -3.53238
   5.59569,   3.19243,   0.03629,   0.03499,   0.96252,   0.04273,   0.00000,  -0.00021,  -0.00020,   0.00022,  -0.00175,   2.54801,  -0.59216,  -0.78797,   2.31517,  -0.56712,  -0.77076,  -2.39361,   0.57038,   0.76732,   0.04697,   3.37999,   3.45043,  -3.53272
   1.61622,   0.54095,   0.76218,   0.72744,   0.25794,   0.98554,   1.00000,   0.00013,   0.00014,  -0.00014,   0.00021,   2.54803,  -0.59212,  -0.78796,   2.31520,  -0.56707,  -0.77074,  -2.39364,   0.57033,   0.76730,   0.04701,   3.38002,   3.45046,  -3.53271
   4.04970,   4.25613,   0.03903,   0.03691,   0.96014,   0.04371,   0.00000,  -0.00023,  -0.00022,   0.00025,  -0.00183,   2.54799,  -0.59231,  -0.78816,   2.31516,  -0.56725,  -0.77093,  -2.39359,   0.57053,   0.76751,   0.04664,   3.38001,   3.45044,  -3.53306
   7.63880,   6.08188,   0.00115,   0.00122,   0.99868,   0.03007,   0.00000,  -0.00000,  -0.00000,   0.00000,  -0.00088,   2.54799,  -0.59231,  -0.78816,   2.31516,  -0.56726,  -0.77094,  -2.39359,   0.57054,   0.76752,   0.04647,   3.38001,   3.45044,  -3.53323
   2.23707,  -0.43380,   0.82705,   0.79909,   0.18997,   0.99281,   1.00000,   0.00002,   0.00003,  -0.00003,   0.00005,   2.54799,  -0.59230,  -0.78816,   2.31516,  -0.56724,  -0.77094,  -2.39360,   0.57052,   0.76752,   0.04648,   3.38002,   3.45045,  -3.53323
   3.92819,   4.72446,   0.02925,   0.02778,   0.96993,   0.03970,   0.00000,  -0.00015,  -0.00014,   0.00016,  -0.00151,   2.54796,  -0.59242,  -0.78830,   2.31513,  -0.56735,  -0.77107,  -2.39357,   0.57065,   0.76767,   0.04618,   3.38001,   3.45044,  -3.53352
  -1.75543,   4.76126,   0.45874,   0.41091,   0.56458,   0.73490,   0.00000,  -0.12016,  -0.11958,   0.12437,  -0.14317,   2.52393,  -0.55023,  -0.90272,   2.29122,  -0.52537,  -0.88495,  -2.36869,   0.52698,   0.88610,   0.01754,   3.36687,   3.43868,  -3.54969
  -0.23777,   1.19288,   0.82891,   0.79584,   0.19201,   0.99234,   1.00000,   0.00003,   0.00003,  -0.00003,   0.00006,   2.52393,  -0.55023,  -0.90272,   2.29122,  -0.52537,  -0.88494,  -2.36870,   0.52698,   0.88609,   0.01755,   3.36688,   3.43868,  -3.54969
   4.71317,   4.00448,   0.02450,   0.02346,   0.97500,   0.03626,   0.00000,  -0.00010,  -0.00010,   0.00011,  -0.00127,   2.52391,  -0.55033,  -0.90280,   2.29120,  -0.52547,  -0.88502,  -2.36868,   0.52709,   0.88618,   0.01730,   3.36688,   3.43868,  -3.54994
   2.08762,   0.38554,   0.73633,   0.70120,   0.28360,   0.98018,   1.00000,   0.00025,   0.00028,  -0.00028,   0.00039,   2.52396,  -0.55022,  -0.90278,   2.29126,  -0.52535,  -0.88500,  -2.36873,   0.52697,   0.88615,   0.01738,   3.36693,   3.43873,  -3.54991
   7.00734,   2.15896,   0.03624,   0.03555,   0.96221,   0.04093,   0.00000,  -0.00019,  -0.00019,   0.00021,  -0.00161,   2.52393,  -0.55049,  -0.90286,   2.29122,  -0.52562,  -0.88508,  -2.36869,   0.52726,   0.88624,   0.01705,   3.36692,   3.43872,  -3.55022
   1.02781,   0.87493,   0.76282,   0.72643,   0.25896,   0.98469,   1.00000,   0.00014,   0.00016,  -0.00016,   0.00023,   2.52396,  -0.55046,  -0.90284,   2.29125,  -0.52558,  -0.88505,  -2.36872,   0.52723,   0.88622,   0.01710,   3.36696,   3.43875,  -3.55021
  -1.47216,   0.15426,   0.96065,   0.94924,   0.04706,   0.99825,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00000,   2.52396,  -0.55046,  -0.90284,   2.29125,  -0.52558,  -0.88505,  -2.36872,   0.52723,   0.88622,   0.01710,   3.36696,   3.43876,  -3.55021
   7.18328,   5.20934,   0.00216,   0.00225,   0.99761,   0.02904,   0.00000,  -0.00001,  -0.00001,   0.00001,  -0.00082,   2.52395,  -0.55047,  -0.90284,   2.29125,  -0.52559,  -0.88506,  -2.36872,   0.52724,   0.88622,   0.01694,   3.36696,   3.43875,  -3.55038
   6.05018,   2.71891,   0.03693,   0.03574,   0.96197,   0.04104,   0.00000,  -0.00019,  -0.00019,   0.00021,  -0.00162,   2.52392,  -0.55070,  -0.90295,   2.29121,  -0.52582,  -0.88516,  -2.36868,   0.52749,   0.88634,   0.01661,   3.36694,   3.43874,  -3.55069
   7.00734,   2.15896,   0.03611,   0.03542,   0.96236,   0.04081,   0.00000,  -0.00019,  -0.00019,   0.00021,  -0.00160,   2.52388,  -0.55096,  -0.90303,   2.29118,  -0.52609,  -0.88524,  -2.36864,   0.52778,   0.88643,   0.01630,   3.36693,   3.43873,  -3.55099
   5.93369,   1.40889,   0.11736,   0.11129,   0.88204,   0.08802,   0.00000,  -0.00246,  -0.00240,   0.00261,  -0.00707,   2.52338,  -0.55389,  -0.90372,   2.29069,  -0.52894,  -0.88592,  -2.36812,   0.53088,   0.88716,   0.01488,   3.36677,   3.43857,  -3.55224
   4.41066,   3.00145,   0.06710,   0.06290,   0.93315,   0.05428,   0.00000,  -0.00059,  -0.00056,   0.00062,  -0.00279,   2.52327,  -0.55441,  -0.90408,   2.29058,  -0.52944,  -0.88626,  -2.36799,   0.53142,   0.88753,   0.01432,   3.36673,   3.43854,  -3.55276
   1.97440,   1.61848,   0.49135,   0.45286,   0.52939,   0.79330,   1.00000,   0.02852,   0.02888,  -0.03000,   0.03389,   2.52897,  -0.54315,  -0.89484,   2.29636,  -0.51803,  -0.87691,  -2.37399,   0.51958,   0.87782,   0.02110,   3.37006,   3.44161,  -3.54917
   1.14854,   5.25430,   0.05751,   0.05185,   0.94454,   0.04931,   0.00000,  -0.00042,  -0.00039,   0.00043,  -0.00231,   2.52889,  -0.54324,  -0.89529,   2.29628,  -0.51812,  -0.87732,  -2.37391,   0.51968,   0.87827,   0.02064,   3.37003,   3.44159,  -3.54961
   1.51105,   3.89205,   0.14474,   0.12997,   0.86172,   0.10880,   0.00000,  -0.00440,  -0.00411,   0.00446,  -0.01055,   2.52801,  -0.54457,  -0.89871,   2.29546,  -0.51937,  -0.88052,  -2.37301,   0.52103,   0.88175,   0.01853,   3.36973,   3.44131,  -3.55143
   0.79383,  -0.36576,   0.91867,   0.90072,   0.09263,   0.99723,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00001,   2.52801,  -0.54457,  -0.89871,   2.29546,  -0.51937,  -0.88052,  -2.37301,   0.52103,   0.88175,   0.01853,   3.36973,   3.44131,  -3.55143
   0.99501,   7.36092,   0.00967,   0.00899,   0.99040,   0.03121,   0.00000,  -0.00003,  -0.00003,   0.00003,  -0.00094,   2.52800,  -0.54458,  -0.89876,   2.29545,  -0.51937,  -0.88056,  -2.37301,   0.52103,   0.88179,   0.01834,   3.36973,   3.44131,  -3.55161
   7.82022,   4.24079,   0.00390,   0.00407,   0.99568,   0.02958,   0.00000,  -0.00001,  -0.00001,   0.00001,  -0.00085,   2.52800,  -0.54460,  -0.89877,   2.29545,  -0.51939,  -0.88057,  -2.37301,   0.52105,   0.88180,   0.01817,   3.36973,   3.44131,  -3.55178
   5.04298,   6.43809,   0.00246,   0.00249,   0.99735,   0.02910,   0.00000,  -0.00001,  -0.00001,   0.00001,  -0.00082,   2.52800,  -0.54460,  -0.89878,   2.29545,  -0.51940,  -0.88058,  -2.37300,   0.52106,   0.88181,   0.01801,   3.36973,   3.44131,  -3.55195
   2.32298,  -0.80432,   0.87930,   0.85780,   0.13333,   0.99576,   1.00000,   0.00001,   0.00001,  -0.00001,   0.00002,   2.52800,  -0.54460,  -0.89878,   2.29545,  -0.51939,  -0.88058,  -2.37301,   0.52106,   0.88182,   0.01801,   3.36973,   3.44131,  -3.55195
   1.36887,  -0.90009,   0.93031,   0.91506,   0.07919,   0.99758,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00001,   2.52800,  -0.54460,  -0.89878,   2.29545,  -0.51939,  -0.88058,  -2.37301,   0.52106,   0.88182,   0.01801,   3.36973,   3.44131,  -3.55195
   6.15996,   2.15319,   0.05942,   0.05732,   0.93908,   0.05117,   0.00000,  -0.00047,  -0.00046,   0.00050,  -0.00248,   2.52791,  -0.54518,  -0.89898,   2.29536,  -0.51996,  -0.88078,  -2.37291,   0.52168,   0.88203,   0.01752,   3.36970,   3.44129,  -3.55241
   0.34686,  -0.96339,   0.96102,   0.95090,   0.04558,   0.99828,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00000,   2.52791,  -0.54518,  -0.89898,   2.29536,  -0.51996,  -0.88078,  -2.37291,   0.52168,   0.88203,   0.01752,   3.36970,   3.44129,  -3.55241
   0.03062,   5.53349,   0.07847,   0.06950,   0.92579,   0.05910,   0.00000,  -0.00080,  -0.00073,   0.00080,  -0.00329,   2.52775,  -0.54518,  -0.89987,   2.29521,  -0.51997,  -0.88159,  -2.37274,   0.52168,   0.88292,   0.01686,   3.36965,   3.44124,  -3.55302
   2.44057,  -0.17703,   0.79519,   0.76536,   0.22169,   0.98947,   1.00000,   0.00006,   0.00007,  -0.00007,   0.00011,   2.52776,  -0.54515,  -0.89987,   2.29523,  -0.51993,  -0.88159,  -2.37276,   0.52165,   0.88292,   0.01688,   3.36967,   3.44126,  -3.55302
   1.17585,   0.81523,   0.76008,   0.72415,   0.26123,   0.98436,   1.00000,   0.00015,   0.00017,  -0.00017,   0.00024,   2.52779,  -0.54512,  -0.89984,   2.29526,  -0.51989,  -0.88156,  -2.37279,   0.52161,   0.88290,   0.01693,   3.36970,   3.44129,  -3.55300
   0.54648,   1.03997,   0.78484,   0.74920,   0.23694,   0.98785,   1.00000,   0.00008,   0.00009,  -0.00009,   0.00015,   2.52780,  -0.54511,  -0.89983,   2.29528,  -0.51988,  -0.88155,  -2.37281,   0.52160,   0.88288,   0.01696,   3.36973,   3.44131,  -3.55300
   2.66920,   3.84595,   0.08410,   0.07707,   0.91796,   0.06321,   0.00000,  -0.00097,  -0.00092,   0.00100,  -0.00374,   2.52761,  -0.54563,  -0.90057,   2.29509,  -0.52037,  -0.88225,  -2.37261,   0.52214,   0.88365,   0.01621,   3.36966,   3.44126,  -3.55368
   0.56148,   5.36657,   0.06839,   0.06113,   0.93479,   0.05391,   0.00000,  -0.00059,  -0.00054,   0.00060,  -0.00275,   2.52749,  -0.54569,  -0.90121,   2.29499,  -0.52043,  -0.88283,  -2.37249,   0.52220,   0.88429,   0.01566,   3.36963,   3.44122,  -3.55420
   4.44409,   4.01780,   0.02879,   0.02752,   0.97072,   0.03759,   0.00000,  -0.00013,  -0.00013,   0.00014,  -0.00136,   2.52747,  -0.54581,  -0.90131,   2.29496,  -0.52055,  -0.88293,  -2.37246,   0.52232,   0.88440,   0.01539,   3.36962,   3.44122,  -3.55446
  -0.59679,   1.23879,   0.85026,   0.81933,   0.16958,   0.99392,   1.00000,   0.00002,   0.00002,  -0.00002,   0.00004,   2.52747,  -0.54581,  -0.90131,   2.29496,  -0.52055,  -0.88293,  -2.37247,   0.52233,   0.88439,   0.01540,   3.36962,   3.44122,  -3.55446
   0.02632,   1.31322,   0.79076,   0.75432,   0.23195,   0.98847,   1.00000,   0.00007,   0.00008,  -0.00008,   0.00013,   2.52748,  -0.54581,  -0.90129,   2.29498,  -0.52055,  -0.88291,  -2.37248,   0.52233,   0.88437,   0.01542,   3.36965,   3.44124,  -3.55445
   1.47269,   0.48866,   0.78300,   0.74968,   0.23666,   0.98778,   1.00000,   0.00008,   0.00010,  -0.00009,   0.00015,   2.52750,  -0.54578,  -0.90128,   2.29500,  -0.52052,  -0.88290,  -2.37250,   0.52230,   0.88436,   0.01545,   3.36967,   3.44126,  -3.55445
   0.08995,   1.33932,   0.78097,   0.74378,   0.24212,   0.98721,   1.00000,   0.00009,   0.00011,  -0.00011,   0.00016,   2.52752,  -0.54578,  -0.90125,   2.29502,  -0.52052,  -0.88287,  -2.37252,   0.52230,   0.88433,   0.01548,   3.36969,   3.44129,  -3.55444
   1.26548,   2.72985,   0.34900,   0.31566,   0.66875,   0.47521,   1.00000,   0.10020,   0.09729,  -0.10305,   0.13088,   2.54756,  -0.52042,  -0.84655,   2.31448,  -0.49589,  -0.82975,  -2.39313,   0.49621,   0.82807,   0.04166,   3.37883,   3.44955,  -3.53694
   0.99536,   1.84029,   0.61578,   0.57295,   0.40725,   0.93452,   1.00000,   0.00320,   0.00338,  -0.00342,   0.00401,   2.54820,  -0.51978,  -0.84537,   2.31516,  -0.49522,  -0.82851,  -2.39382,   0.49553,   0.82681,   0.04246,   3.37932,   3.45001,  -3.53661
   1.11166,   1.90196,   0.58965,   0.54708,   0.43281,   0.91620,   1.00000,   0.00526,   0.00550,  -0.00559,   0.00643,   2.54925,  -0.51861,  -0.84337,   2.31626,  -0.49400,  -0.82641,  -2.39493,   0.49429,   0.82469,   0.04375,   3.38008,   3.45071,  -3.53605
   0.80745,   0.59546,   0.83594,   0.80616,   0.18172,   0.99336,   1.00000,   0.00002,   0.00002,  -0.00002,   0.00004,   2.54925,  -0.51861,  -0.84337,   2.31626,  -0.49399,  -0.82641,  -2.39494,   0.49429,   0.82468,   0.04376,   3.38009,   3.45072,  -3.53605
   1.64756,   0.32488,   0.80547,   0.77450,   0.21204,   0.99089,   1.00000,   0.00004,   0.00005,  -0.00005,   0.00008,   2.54926,  -0.51860,  -0.84336,   2.31627,  -0.49398,  -0.82641,  -2.39495,   0.49427,   0.82468,   0.04377,   3.38010,   3.45073,  -3.53605
   8.71222,   1.01901,   0.05582,   0.05575,   0.94000,   0.05220,   0.00000,  -0.00046,  -0.00047,   0.00051,  -0.00258,   2.54917,  -0.51940,  -0.84346,   2.31618,  -0.49479,  -0.82650,  -2.39485,   0.49517,   0.82479,   0.04326,   3.38007,   3.45070,  -3.53653
   1.27582,  -1.67235,   0.96433,   0.95552,   0.04139,   0.99843,   1.00000,   0.00000,   0.00000,  -0.00000,   0.00000,   2.54917,  -0.51940,  -0.84346,   2.31618,  -0.49479,  -0.82650,  -2.39485,   0.49517,   0.82479,   0.04326,   3.38007,   3.45070,  -3.53653
   4.41066,   3.00145,   0.09336,   0.08731,   0.90591,   0.07285,   0.00000,  -0.00141,  -0.00135,   0.00148,  -0.00492,   2.54889,  -0.52064,  -0.84430,   2.31591,  -0.49599,  -0.82732,  -2.39455,   0.49648,   0.82568,   0.04227,   3.37998,   3.45062,  -3.53742
   1.63984,   1.57333,   0.59068,   0.55006,   0.43012,   0.91799,   1.00000,   0.00505,   0.00527,  -0.00535,   0.00617,   2.54990,  -0.51899,  -0.84272,   2.31696,  -0.49426,  -0.82566,  -2.39562,   0.49472,   0.82399,   0.04351,   3.38071,   3.45130,  -3.53689
   1.22807,   0.20659,   0.85049,   0.82338,   0.16550,   0.99438,   1.00000,   0.00001,   0.00002,  -0.00002,   0.00003,   2.54990,  -0.51898,  -0.84271,   2.31696,  -0.49425,  -0.82566,  -2.39562,   0.49472,   0.82399,   0.04351,   3.38072,   3.45130,  -3.53689
   0.63260,   0.77114,   0.82803,   0.79699,   0.19042,   0.99275,   1.00000,   0.00003,   0.00003,  -0.00003,   0.00005,   2.54991,  -0.51898,  -0.84271,   2.31697,  -0.49425,  -0.82565,  -2.39563,   0.49471,   0.82399,   0.04352,   3.38072,   3.45131,  -3.53689
   2.94813,   0.47944,   0.64928,   0.61396,   0.36770,   0.95508,   1.00000,   0.00148,   0.00158,  -0.00158,   0.00193,   2.55020,  -0.51810,  -0.84257,   2.31729,  -0.49332,  -0.82550,  -2.39595,   0.49378,   0.82383,   0.04391,   3.38098,   3.45155,  -3.53675
   5.84073,   1.45904,   0.15378,   0.14573,   0.84424,   0.12797,   0.00000,  -0.00628,  -0.00614,   0.00664,  -0.01428,   2.54895,  -0.52544,  -0.84440,   2.31606,  -0.50049,  -0.82729,  -2.39462,   0.50154,   0.82577,   0.04105,   3.38054,   3.45113,  -3.53916
   1.16078,   4.73982,   0.11272,   0.10100,   0.89106,   0.08449,   0.00000,  -0.00221,  -0.00205,   0.00225,  -0.00653,   2.54851,  -0.52596,  -0.84650,   2.31565,  -0.50097,  -0.82923,  -2.39417,   0.50206,   0.82790,   0.03975,   3.38039,   3.45100,  -3.54032
   5.07935,   4.09143,   0.02695,   0.02604,   0.97189,   0.03842,   0.00000,  -0.00013,  -0.00012,   0.00014,  -0.00142,   2.54848,  -0.52608,  -0.84660,   2.31562,  -0.50109,  -0.82933,  -2.39414,   0.50220,   0.82801,   0.03946,   3.38038,   3.45099,  -3.54060
   7.35071,   2.66588,   0.02724,   0.02715,   0.97082,   0.03871,   0.00000,  -0.00013,  -0.00013,   0.00014,  -0.00144,   2.54845,  -0.52627,  -0.84667,   2.31560,  -0.50128,  -0.82940,  -2.39411,   0.50241,   0.82809,   0.03918,   3.38037,   3.45098,  -3.54088
   0.66670,   7.94248,   0.01070,   0.00989,   0.98921,   0.03251,   0.00000,  -0.00004,  -0.00003,   0.00004,  -0.00102,   2.54845,  -0.52628,  -0.84673,   2.31559,  -0.50129,  -0.82946,  -2.39410,   0.50242,   0.82815,   0.03897,   3.38037,   3.45098,  -3.54108
   0.85292,   1.34687,   0.72295,   0.68371,   0.29940,   0.97773,   1.00000,   0.00033,   0.00036,  -0.00036,   0.00048,   2.54851,  -0.52622,  -0.84664,   2.31566,  -0.50123,  -0.82936,  -2.39418,   0.50236,   0.82805,   0.03907,   3.38044,   3.45105,  -3.54105
   3.71818,   4.32181,   0.04449,   0.04179,   0.95488,   0.04532,   0.00000,  -0.00028,  -0.00027,   0.00030,  -0.00196,   2.54846,  -0.52643,  -0.84688,   2.31561,  -0.50143,  -0.82960,  -2.39412,   0.50258,   0.82831,   0.03868,   3.38042,   3.45103,  -3.54143
